system_id,result_id,Befu,PCODE,ProbNr,ProjektNr,RTyp,SumFAnzahl,SumFFrag,SumFGewicht,SumPflR,Zust,cf,geschätzt,method_indicator,method_type
15124,,200475,TARA,22_0005_0006,22_0005,Sa/Fr,2.0,0.0,0.0,2,sf,-,,,"MIN0,5"
15125,,200475,THARV,22_0005_0006,22_0005,Sa/Fr,1.0,0.0,0.0,1,sf,-,,,"MIN0,5"
15126,,200475,URDIO,22_0005_0006,22_0005,Sa/Fr,2.0,0.0,0.0,2,sf,-,,,"MIN0,5"
15127,,23362,CHALB,22_0005_0010,22_0005,Sa/Fr,55.0,0.0,0.0,55,sf,-,,,"MIN0,5"
15128,,23362,COAVE,22_0005_0010,22_0005,Sa/Fr,1.0,0.0,0.0,1,sf,-,,,"MIN0,5"
15129,,23362,RAARE,22_0005_0010,22_0005,Sa/Fr,35.0,0.0,0.0,35,sf,-,,,"MIN0,5"
15130,,23362,RASCE,22_0005_0010,22_0005,Sa/Fr,6.0,0.0,0.0,6,sf,-,,,"MIN0,5"
15131,,23362,RUIDA,22_0005_0010,22_0005,Sa/Fr,2.0,0.0,0.0,2,sf,-,,,"MIN0,5"
15132,,23362,SOLA,22_0005_0010,22_0005,Sa/Fr,1.0,0.0,0.0,1,sf,-,,,"MIN0,5"
15133,,23362,STMES,22_0005_0010,22_0005,Sa/Fr,2.0,0.0,0.0,2,vk,-,,,"MIN0,5"
15134,,23362,URDIO,22_0005_0010,22_0005,Sa/Fr,1.0,0.0,0.0,1,sf,-,,,"MIN0,5"
15135,,23434,ALOP,22_0005_0007,22_0005,Sa/Fr,7.0,0.0,0.0,7,sf,-,,,"MIN0,5"
15136,,23434,AVSAT,22_0005_0007,22_0005,Sa/Fr,1.0,0.0,0.0,1,sf,-,,,"MIN0,5"
15137,,23434,CATRI,22_0005_0007,22_0005,Sa/Fr,1.0,0.0,0.0,1,sf,-,,,"MIN0,5"
15138,,23434,CERA,22_0005_0007,22_0005,Sa/Fr,1.0,0.0,0.0,1,sf,-,,,"MIN0,5"
15139,,23434,CHAE,22_0005_0007,22_0005,Sa/Fr,1.0,0.0,0.0,1,sf,-,,,"MIN0,5"
15140,,23434,CHALB,22_0005_0007,22_0005,Sa/Fr,23.0,0.0,0.0,23,sf,-,,,"MIN0,5"
15141,,23434,CIRS,22_0005_0007,22_0005,Sa/Fr,1.0,0.0,0.0,1,sf,-,,,"MIN0,5"
15142,,23434,COAVE,22_0005_0007,22_0005,Sa/Fr,2.0,0.0,0.0,2,sf,-,,,"MIN0,5"
15143,,23434,INDET,22_0005_0007,22_0005,Sa/Fr,5.0,0.0,0.0,5,sf,-,,,"MIN0,5"
15144,,23434,PIEXC,22_0005_0007,22_0005,Bl,2.0,0.0,0.0,2,sf,-,,,"MIN0,5"
15145,,23434,PLMAJ,22_0005_0007,22_0005,Sa/Fr,1.0,0.0,0.0,1,sf,-,,,"MIN0,5"
15146,,23434,POAVI,22_0005_0007,22_0005,Sa/Fr,6.0,0.0,0.0,6,sf,-,,,"MIN0,5"
15147,,23434,POLAP,22_0005_0007,22_0005,Sa/Fr,1.0,0.0,0.0,1,sf,-,,,"MIN0,5"
15148,,23434,POTE,22_0005_0007,22_0005,Sa/Fr,1.0,0.0,0.0,1,sf,-,,,"MIN0,5"
15149,,23434,RAARE,22_0005_0007,22_0005,Sa/Fr,13.0,0.0,0.0,13,sf,-,,,"MIN0,5"
15150,,23434,RASCE,22_0005_0007,22_0005,Sa/Fr,5.0,0.0,0.0,5,sf,-,,,"MIN0,5"
15151,,23434,RUACE,22_0005_0007,22_0005,Sa/Fr,1.0,0.0,0.0,1,sf,-,,,"MIN0,5"
15152,,23434,RUCRI,22_0005_0007,22_0005,Sa/Fr,2.0,0.0,0.0,2,sf,-,,,"MIN0,5"
15153,,23434,RUIDA,22_0005_0007,22_0005,Sa/Fr,1.0,0.0,0.0,1,sf,-,,,"MIN0,5"
15154,,23434,SORB,22_0005_0007,22_0005,Sa/Fr,1.0,0.0,0.0,1,sf,-,,,"MIN0,5"
15155,,23434,URDIO,22_0005_0007,22_0005,Sa/Fr,1.0,0.0,0.0,1,sf,-,,,"MIN0,5"
15156,,23491,CATRI,22_0005_0008,22_0005,Sa/Fr,2.0,0.0,0.0,2,sf,-,,,"MIN0,5"
15157,,23491,CHEN,22_0005_0008,22_0005,Sa/Fr,14.0,0.0,0.0,14,sf,-,,,"MIN0,5"
15158,,23491,POAVI,22_0005_0008,22_0005,Sa/Fr,2.0,0.0,0.0,2,sf,-,,,"MIN0,5"
15159,,23491,POLAP,22_0005_0008,22_0005,Sa/Fr,1.0,0.0,0.0,1,sf,-,,,"MIN0,5"
15160,,23491,PRCER,22_0005_0008,22_0005,Sa/Fr,1.0,0.0,0.0,1,sf,-,,,"MIN0,5"
15161,,23491,RAARE,22_0005_0008,22_0005,Sa/Fr,1.0,0.0,0.0,1,sf,-,,,"MIN0,5"
15162,,23491,RASCE,22_0005_0008,22_0005,Sa/Fr,50.0,0.0,0.0,50,sf,-,,,"MIN0,5"
15163,,23491,RUIDA,22_0005_0008,22_0005,Sa/Fr,14.0,0.0,0.0,14,sf,-,,,"MIN0,5"
15164,,23491,RUMAC,22_0005_0008,22_0005,Sa/Fr,1.0,0.0,0.0,1,sf,-,,,"MIN0,5"
15165,,23491,STMES,22_0005_0008,22_0005,Sa/Fr,6.0,0.0,0.0,6,vk,-,,,"MIN0,5"
15166,,23491,URDIO,22_0005_0008,22_0005,Sa/Fr,1.0,0.0,0.0,1,sf,-,,,"MIN0,5"
15167,,23988,ASTER,22_0005_0011,22_0005,Sa/Fr,3.0,0.0,0.0,3,sf,-,,,"MIN0,5"
15168,,23988,BEPUB,22_0005_0011,22_0005,Sa/Fr,2.0,0.0,0.0,2,sf,-,,,"MIN0,5"
15169,,23988,CABIC,22_0005_0011,22_0005,Sa/Fr,2.0,0.0,0.0,2,sf,-,,,"MIN0,5"
15170,,23988,CATRI,22_0005_0011,22_0005,Sa/Fr,2.0,0.0,0.0,2,sf,-,,,"MIN0,5"
15171,,23988,CHEN,22_0005_0011,22_0005,Sa/Fr,3.0,0.0,0.0,3,sf,-,,,"MIN0,5"
15172,,23988,CLIN,22_0005_0011,22_0005,Sa/Fr,1.0,0.0,0.0,1,sf,-,,,"MIN0,5"
15173,,23988,LEON,22_0005_0011,22_0005,Sa/Fr,1.0,0.0,0.0,1,sf,-,,,"MIN0,5"
15174,,23988,PAPA,22_0005_0011,22_0005,Sa/Fr,1.0,0.0,0.0,1,sf,-,,,"MIN0,5"
15175,,23988,PEDPA,22_0005_0011,22_0005,Sa/Fr,3.0,0.0,0.0,3,sf,G,,,"MIN0,5"
15176,,23988,PIEXC,22_0005_0011,22_0005,Bl,12.0,0.0,0.0,12,sf,-,,,"MIN0,5"
15177,,23988,PLMAJ,22_0005_0011,22_0005,Sa/Fr,14.0,0.0,0.0,14,sf,-,,,"MIN0,5"
15178,,23988,POACE,22_0005_0011,22_0005,Sa/Fr,7.0,0.0,0.0,7,sf,-,,,"MIN0,5"
15179,,23988,POAVI,22_0005_0011,22_0005,Sa/Fr,9.0,0.0,0.0,9,sf,-,,,"MIN0,5"
15180,,23988,POPER,22_0005_0011,22_0005,Sa/Fr,1.0,0.0,0.0,1,sf,-,,,"MIN0,5"
15181,,23988,PRVUL,22_0005_0011,22_0005,Sa/Fr,1.0,0.0,0.0,1,sf,-,,,"MIN0,5"
15182,,23988,RAARE,22_0005_0011,22_0005,Sa/Fr,1.0,0.0,0.0,1,sf,-,,,"MIN0,5"
15183,,23988,RUCRI,22_0005_0011,22_0005,Sa/Fr,1.0,0.0,0.0,1,sf,-,,,"MIN0,5"
15184,,23988,RUMAC,22_0005_0011,22_0005,Sa/Fr,4.0,0.0,0.0,4,sf,-,,,"MIN0,5"
15185,,23988,SASAG,22_0005_0011,22_0005,Sa/Fr,1.0,0.0,0.0,1,sf,-,,,"MIN0,5"
15186,,23988,STPAL,22_0005_0011,22_0005,Sa/Fr,1.0,0.0,0.0,1,sf,-,,,"MIN0,5"
15187,,23988,TARA,22_0005_0011,22_0005,Sa/Fr,1.0,0.0,0.0,1,sf,-,,,"MIN0,5"
15188,,23988,URDIO,22_0005_0011,22_0005,Sa/Fr,1.0,0.0,0.0,1,sf,-,,,"MIN0,5"
15189,,A2076,INDET,22_0015_0017,22_0015,Veget,,1.0,,1,vk,-,,,"MIN0,5"
15190,,A2154,CHALB,22_0015_0020,22_0015,Sa/Fr,7.0,,,7,vk,-,,,"MIN0,5"
15191,,A2154,INDET,22_0015_0020,22_0015,Veget,,1.0,,1,vk,-,,,"MIN0,5"
15192,,A2154,POLCO,22_0015_0020,22_0015,Sa/Fr,1.0,,,1,vk,-,,,"MIN0,5"
15193,,A2874 G2976,COAVE,22_0015_0014,22_0015,Sa/Fr,,12.0,,12,vk,-,,,"MIN0,5"
15194,,A2874 G2976,INDET,22_0015_0014,22_0015,Sa/Fr,1.0,,,1,vk,-,,,"MIN0,5"
15195,,A2874 G2976,INDET,22_0015_0014,22_0015,Zwei,,4.0,,4,vk,-,,,"MIN0,5"
15196,,A2874 G2976,VICI,22_0015_0014,22_0015,Sa/Fr,1.0,,,1,vk,-,,,"MIN0,5"
15197,,A4796,INDET,22_0015_0013,22_0015,Zwei,,2.0,,2,vk,-,,,"MIN0,5"
15198,,M153 St 1,CHEN,22_0015_0006,22_0015,Sa/Fr,2.0,,,2,vk,-,,,"MIN0,5"
15199,,M153 St 1,COAVE,22_0015_0006,22_0015,Sa/Fr,,10.0,,10,vk,-,,,"MIN0,5"
15200,,M153 St 1,INDET,22_0015_0006,22_0015,Sa/Fr,2.0,,,2,vk,-,,,"MIN0,5"
15201,,M153 St 1,INDET,22_0015_0006,22_0015,Veget,5.0,,,5,vk,-,,,"MIN0,5"
15202,,M153 St 1,VICI,22_0015_0006,22_0015,Sa/Fr,3.0,,,3,vk,-,,,"MIN0,5"
15203,,M153 St 2,COAVE,22_0015_0007,22_0015,Sa/Fr,27.0,,,27,vk,-,,,"MIN0,5"
15204,,M153 St 2,INDET,22_0015_0007,22_0015,Sa/Fr,1.0,,,1,vk,-,,,"MIN0,5"
15205,,M160 St 1,CHALB,22_0015_0001,22_0015,Sa/Fr,1.0,,,1,vk,-,,,"MIN0,5"
15206,,M160 St 1,INDET,22_0015_0001,22_0015,Sa/Fr,2.0,,,2,vk,-,,,"MIN0,5"
15207,,M160 St 1,POACE,22_0015_0001,22_0015,Sa/Fr,1.0,,,1,vk,-,,,"MIN0,5"
15208,,M160 St 1,POLCO,22_0015_0001,22_0015,Sa/Fr,1.0,,,1,vk,-,,,"MIN0,5"
15209,,M167 St 1,CARE,22_0015_0002,22_0015,Sa/Fr,1.0,,,1,vk,-,,,"MIN0,5"
15210,,M167 St 1,CHEN,22_0015_0002,22_0015,Sa/Fr,1.0,,,1,vk,-,,,"MIN0,5"
15211,,M167 St 1,GALI,22_0015_0002,22_0015,Sa/Fr,1.0,,,1,vk,-,,,"MIN0,5"
15212,,M167 St 1,INDET,22_0015_0002,22_0015,Sa/Fr,3.0,,,3,vk,-,,,"MIN0,5"
15213,,M167 St 1,INDET,22_0015_0002,22_0015,sonst,1.0,,,1,vk,-,,,"MIN0,5"
15214,,M167 St 1,INDET,22_0015_0002,22_0015,Veget,5.0,,,5,vk,-,,,"MIN0,5"
15215,,M167 St 1,POLCO,22_0015_0002,22_0015,Sa/Fr,1.0,,,1,vk,-,,,"MIN0,5"
15216,,M167 St 2,CARE,22_0015_0003,22_0015,Sa/Fr,4.0,,,4,vk,-,,,"MIN0,5"
15217,,M167 St 2,CHALB,22_0015_0003,22_0015,Sa/Fr,12.0,,,12,vk,-,,,"MIN0,5"
15218,,M167 St 2,COAVE,22_0015_0003,22_0015,Sa/Fr,14.0,,,14,vk,-,,,"MIN0,5"
15219,,M167 St 2,FABAC,22_0015_0003,22_0015,Sa/Fr,2.0,,,2,vk,-,,,"MIN0,5"
15220,,M167 St 2,FEALT,22_0015_0003,22_0015,Sa/Fr,2.0,,,2,vk,-,,,"MIN0,5"
15221,,M167 St 2,GALI,22_0015_0003,22_0015,Sa/Fr,2.0,,,2,vk,-,,,"MIN0,5"
15222,,M167 St 2,INDET,22_0015_0003,22_0015,Sa/Fr,7.0,,,7,vk,-,,,"MIN0,5"
15223,,M167 St 2,INDET,22_0015_0003,22_0015,sonst,2.0,,,2,vk,-,,,"MIN0,5"
15224,,M167 St 2,INDET,22_0015_0003,22_0015,Veget,16.0,,,16,vk,-,,,"MIN0,5"
15225,,M167 St 2,RUCRI,22_0015_0003,22_0015,Sa/Fr,1.0,,,1,vk,A,,,"MIN0,5"
15226,,M167 St 2,VICI,22_0015_0003,22_0015,Sa/Fr,1.0,,,1,vk,-,,,"MIN0,5"
15227,,M167 St 3,COAVE,22_0015_0004,22_0015,Sa/Fr,34.0,,,34,vk,-,,,"MIN0,5"
15228,,M167 St 3,FABAC,22_0015_0004,22_0015,Sa/Fr,5.0,,,5,vk,-,,,"MIN0,5"
15229,,M167 St 3,INDET,22_0015_0004,22_0015,Sa/Fr,7.0,,,7,vk,-,,,"MIN0,5"
15230,,M167 St 3,INDET,22_0015_0004,22_0015,Veget,6.0,,,6,vk,-,,,"MIN0,5"
15231,,M167 St 4,ARUVA,22_0015_0005,22_0015,Sa/Fr,1.0,,,1,vk,-,,,"MIN0,5"
15232,,M167 St 4,COAVE,22_0015_0005,22_0015,Sa/Fr,13.0,,,13,vk,-,,,"MIN0,5"
15233,,M167 St 4,PINU,22_0015_0005,22_0015,Za,1.0,,,1,vk,-,,,"MIN0,5"
15234,,M32 Undre del,COAVE,2022_0015_0009,22_0015,Sa/Fr,,153.0,,153,vk,-,,,"MIN0,5"
15235,,M32 Undre del,INDET,2022_0015_0009,22_0015,Zwei,,17.0,,17,vk,-,,,"MIN0,5"
15236,,M32 Övre del,APIAC,2022_0015_0008,22_0015,Sa/Fr,1.0,,,1,vk,-,,,"MIN0,5"
15237,,M32 Övre del,COAVE,2022_0015_0008,22_0015,Sa/Fr,,26.0,,26,vk,-,,,"MIN0,5"
15238,,M32 Övre del,FABAC,2022_0015_0008,22_0015,Sa/Fr,1.0,,,1,vk,-,,,"MIN0,5"
15239,,M32 Övre del,INDET,2022_0015_0008,22_0015,Veget,,5.0,,5,vk,-,,,"MIN0,5"
15240,,M99 A5085,FABAC,2022_0015_0010,22_0015,Sa/Fr,3.0,,,3,vk,-,,,"MIN0,5"
15241,,M99 A5085,INDET,2022_0015_0010,22_0015,Sa/Fr,3.0,,,3,vk,-,,,"MIN0,5"
15242,,M99 A5085,INDET,2022_0015_0010,22_0015,Zwei,,5.0,,5,vk,-,,,"MIN0,5"
15243,,M99 A5085,INDET,2022_0015_0012,22_0015,Zwei,,1.0,,1,vk,-,,,"MIN0,5"
15244,,M99 A5085,RAFIC,2022_0015_0012,22_0015,Sa/Fr,2.0,,,2,vk,G,,,"MIN0,5"
15245,,31,CEREA,17 depth 0.10-0.20,DanaBunar2,Sa/Fr,1.0,0.0,0.0,1,vk,-,,,"MIN0,5"
15246,,31,CEREA,17a depth 0.00-0.20,DanaBunar2,Sa/Fr,3.0,0.0,0.0,3,vk,-,,,"MIN0,5"
15247,,31,FABAC,17a depth 0.00-0.20,DanaBunar2,Sa/Fr,1.0,0.0,0.0,1,vk,-,,,"MIN0,5"
15248,,31,TRMOD,17a depth 0.00-0.20,DanaBunar2,HSB,1.0,0.0,0.0,1,vk,-,,,"MIN0,5"
15249,,31,VIVIN,17a depth 0.00-0.20,DanaBunar2,Sa/Fr,1.0,0.0,0.0,1,vk,-,,,"MIN0,5"
15250,,32,CEREA,51 depth 0.00-0.10,DanaBunar2,Sa/Fr,1.0,0.0,0.0,1,vk,-,,,"MIN0,5"
15251,,32,CEREA,52 depth 0.10-0.20,DanaBunar2,Sa/Fr,2.0,0.0,0.0,2,vk,-,,,"MIN0,5"
15252,,32,EUPH,52 depth 0.10-0.20,DanaBunar2,Sa/Fr,1.0,0.0,0.0,1,vk,-,,,"MIN0,5"
15253,,32,CHALB,53 depth 0.00-0.10,DanaBunar2,Sa/Fr,2.0,0.0,0.0,2,vk,-,,,"MIN0,5"
15254,,32,POOLE,53 depth 0.00-0.10,DanaBunar2,Sa/Fr,2.0,0.0,0.0,2,vk,-,,,"MIN0,5"
15255,,32,TRDIC,53 depth 0.00-0.10,DanaBunar2,Sa/Fr,1.0,0.0,0.0,1,vk,-,,,"MIN0,5"
15256,,33,CHALB,18 depth 0.20-0.30,DanaBunar2,Sa/Fr,5.0,0.0,0.0,5,vk,-,,,"MIN0,5"
15257,,33,SEVEV,18 depth 0.20-0.30,DanaBunar2,Sa/Fr,1.0,0.0,0.0,1,vk,-,,,"MIN0,5"
15258,,33,TRIT,18 depth 0.20-0.30,DanaBunar2,Sa/Fr,1.0,0.0,0.0,1,vk,-,,,"MIN0,5"
15259,,33,CEREA,19 depth 0.00-0.10,DanaBunar2,Sa/Fr,1.0,0.0,0.0,1,vk,-,,,"MIN0,5"
15260,,33,INDET,19 depth 0.00-0.10,DanaBunar2,Sa/Fr,1.0,0.0,0.0,1,vk,-,,,"MIN0,5"
15261,,33,TRIT,19 depth 0.00-0.10,DanaBunar2,Sa/Fr,1.0,0.0,0.0,1,vk,-,,,"MIN0,5"
15262,,33,FABAC,20 depth 0.10-0.30,DanaBunar2,Sa/Fr,1.0,0.0,0.0,1,vk,-,,,"MIN0,5"
15263,,33,TRDIC,20 depth 0.10-0.30,DanaBunar2,Sa/Fr,1.0,0.0,0.0,1,vk,-,,,"MIN0,5"
15264,,33,FABAC,21 depth 0.30-0.40,DanaBunar2,Sa/Fr,2.0,0.0,0.0,2,vk,-,,,"MIN0,5"
15265,,33,SAMB,21 depth 0.30-0.40,DanaBunar2,Sa/Fr,1.0,0.0,0.0,1,mi,-,,,"MIN0,5"
15266,,33,TRIT,21 depth 0.30-0.40,DanaBunar2,Sa/Fr,3.0,0.0,0.0,3,vk,-,,,"MIN0,5"
15267,,33,TRMOD,21 depth 0.30-0.40,DanaBunar2,HSB,2.0,0.0,0.0,2,vk,-,,,"MIN0,5"
15268,,33,POACE,22 depth 0.20-0.30,DanaBunar2,Sa/Fr,1.0,0.0,0.0,1,vk,-,,,"MIN0,5"
15269,,33,TRAED,22 depth 0.20-0.30,DanaBunar2,Sa/Fr,1.0,0.0,0.0,1,vk,-,,,"MIN0,5"
15270,,33,TRIT,22 depth 0.20-0.30,DanaBunar2,Sa/Fr,2.0,0.0,0.0,2,vk,-,,,"MIN0,5"
15271,,37,INDET,39 depth 0.10-0.20,DanaBunar2,Sa/Fr,3.0,0.0,0.0,3,mi,-,,,"MIN0,5"
15272,,37,SEVEV,39 depth 0.10-0.20,DanaBunar2,Sa/Fr,2.0,0.0,0.0,2,vk,-,,,"MIN0,5"
15273,,37,TRMOD,39 depth 0.10-0.20,DanaBunar2,HSB,6.0,0.0,0.0,6,vk,-,,,"MIN0,5"
15274,,37,TRMOD,39 depth 0.10-0.20,DanaBunar2,Sa/Fr,1.0,0.0,0.0,1,vk,-,,,"MIN0,5"
15275,,37,CEREA,40 depth 0.20-0.30,DanaBunar2,Sa/Fr,3.0,0.0,0.0,3,vk,-,,,"MIN0,5"
15276,,37,GALI,40 depth 0.20-0.30,DanaBunar2,Sa/Fr,1.0,0.0,0.0,1,vk,-,,,"MIN0,5"
15277,,37,HODIV,40 depth 0.20-0.30,DanaBunar2,Sa/Fr,2.0,0.0,0.0,2,vk,-,,,"MIN0,5"
15278,,37,INDET,40 depth 0.20-0.30,DanaBunar2,Sa/Fr,9.0,0.0,0.0,9,mi,-,,,"MIN0,5"
15279,,37,TRIT,40 depth 0.20-0.30,DanaBunar2,Sa/Fr,1.0,0.0,0.0,1,vk,-,,,"MIN0,5"
15280,,37,TRMOC,40 depth 0.20-0.30,DanaBunar2,HSB,3.0,0.0,0.0,3,vk,-,,,"MIN0,5"
15281,,37,TRMOD,40 depth 0.20-0.30,DanaBunar2,HSB,1.0,0.0,0.0,1,vk,-,,,"MIN0,5"
15282,,37,CEREA,41 depth 0.00-0.10,DanaBunar2,Sa/Fr,1.0,0.0,0.0,1,vk,-,,,"MIN0,5"
15283,,37,POLCO,41 depth 0.00-0.10,DanaBunar2,Sa/Fr,2.0,0.0,0.0,2,vk,-,,,"MIN0,5"
15284,,37,TRMOD,41 depth 0.00-0.10,DanaBunar2,HSB,4.0,0.0,0.0,4,vk,-,,,"MIN0,5"
15285,,37,CEREA,42 depth 0.00-0.10,DanaBunar2,Sa/Fr,3.0,0.0,0.0,3,vk,-,,,"MIN0,5"
15286,,37,INDET,42 depth 0.00-0.10,DanaBunar2,Sa/Fr,1.0,0.0,0.0,1,mi,-,,,"MIN0,5"
15287,,37,TRMOC,42 depth 0.00-0.10,DanaBunar2,Sa/Fr,1.0,0.0,0.0,1,vk,-,,,"MIN0,5"
15288,,37,TRMOD,42 depth 0.00-0.10,DanaBunar2,HSB,1.0,0.0,0.0,1,vk,-,,,"MIN0,5"
15289,,38,CEREA,1 depth 0.48-0.58,DanaBunar2,Sa/Fr,5.0,0.0,0.0,5,vk,-,,,"MIN0,5"
15290,,38,CHALB,1 depth 0.48-0.58,DanaBunar2,Sa/Fr,5.0,0.0,0.0,5,vk,-,,,"MIN0,5"
15291,,38,EUPH,1 depth 0.48-0.58,DanaBunar2,Sa/Fr,1.0,0.0,0.0,1,vk,-,,,"MIN0,5"
15292,,38,FABAC,1 depth 0.48-0.58,DanaBunar2,Sa/Fr,1.0,0.0,0.0,1,vk,-,,,"MIN0,5"
15293,,38,GALI,1 depth 0.48-0.58,DanaBunar2,Sa/Fr,1.0,0.0,0.0,1,vk,-,,,"MIN0,5"
15294,,38,INDET,1 depth 0.48-0.58,DanaBunar2,Sa/Fr,1.0,0.0,0.0,1,mi,-,,,"MIN0,5"
15295,,38,LECUL,1 depth 0.48-0.58,DanaBunar2,Sa/Fr,1.0,0.0,0.0,1,vk,-,,,"MIN0,5"
15296,,38,RUME,1 depth 0.48-0.58,DanaBunar2,Sa/Fr,2.0,0.0,0.0,2,vk,-,,,"MIN0,5"
15297,,38,SEVEV,1 depth 0.48-0.58,DanaBunar2,Sa/Fr,1.0,0.0,0.0,1,vk,-,,,"MIN0,5"
15298,,38,TRIF,1 depth 0.48-0.58,DanaBunar2,Sa/Fr,1.0,0.0,0.0,1,vk,-,,,"MIN0,5"
15299,,38,CEREA,2 depth 0.35-0.45,DanaBunar2,Sa/Fr,1.0,0.0,0.0,1,vk,-,,,"MIN0,5"
15300,,38,INDET,2 depth 0.35-0.45,DanaBunar2,Sa/Fr,1.0,0.0,0.0,1,mi,-,,,"MIN0,5"
15301,,38,PAMIL,2 depth 0.35-0.45,DanaBunar2,Sa/Fr,2.0,0.0,0.0,2,vk,-,,,"MIN0,5"
15302,,38,PHPRP,2 depth 0.35-0.45,DanaBunar2,Sa/Fr,1.0,0.0,0.0,1,vk,A,,,"MIN0,5"
15303,,38,PISAT,2 depth 0.35-0.45,DanaBunar2,Sa/Fr,1.0,0.0,0.0,1,vk,-,,,"MIN0,5"
15304,,38,TRMOD,2 depth 0.35-0.45,DanaBunar2,HSB,1.0,0.0,0.0,1,vk,-,,,"MIN0,5"
15305,,38,CEREA,3 depth 0.35-0.45,DanaBunar2,Sa/Fr,2.0,0.0,0.0,2,vk,-,,,"MIN0,5"
15306,,38,HODIV,3 depth 0.35-0.45,DanaBunar2,Sa/Fr,1.0,0.0,0.0,1,vk,-,,,"MIN0,5"
15307,,38,INDET,3 depth 0.35-0.45,DanaBunar2,Sa/Fr,1.0,0.0,0.0,1,mi,-,,,"MIN0,5"
15308,,38,PAMIL,3 depth 0.35-0.45,DanaBunar2,Sa/Fr,1.0,0.0,0.0,1,vk,-,,,"MIN0,5"
15309,,38,SCANA,3 depth 0.35-0.45,DanaBunar2,Sa/Fr,1.0,0.0,0.0,1,vk,-,,,"MIN0,5"
15310,,38,CEREA,4 depth 0.00-0.10,DanaBunar2,Sa/Fr,4.0,0.0,0.0,4,vk,-,,,"MIN0,5"
15311,,38,CHALB,4 depth 0.00-0.10,DanaBunar2,Sa/Fr,5.0,0.0,0.0,5,vk,-,,,"MIN0,5"
15312,,38,CHRUB,4 depth 0.00-0.10,DanaBunar2,Sa/Fr,1.0,0.0,0.0,1,vk,-,,,"MIN0,5"
15313,,38,ECCRU,4 depth 0.00-0.10,DanaBunar2,Sa/Fr,1.0,0.0,0.0,1,vk,-,,,"MIN0,5"
15314,,38,FABAC,4 depth 0.00-0.10,DanaBunar2,Sa/Fr,1.0,0.0,0.0,1,vk,-,,,"MIN0,5"
15315,,38,GALI,4 depth 0.00-0.10,DanaBunar2,Sa/Fr,1.0,0.0,0.0,1,vk,-,,,"MIN0,5"
15316,,38,PAMIL,4 depth 0.00-0.10,DanaBunar2,Sa/Fr,5.0,0.0,0.0,5,vk,-,,,"MIN0,5"
15317,,38,POOLE,4 depth 0.00-0.10,DanaBunar2,Sa/Fr,12.0,0.0,0.0,12,vk,-,,,"MIN0,5"
15318,,38,RUME,4 depth 0.00-0.10,DanaBunar2,Sa/Fr,1.0,0.0,0.0,1,vk,-,,,"MIN0,5"
15319,,38,CEREA,5 depth 0.30-0.50,DanaBunar2,Sa/Fr,1.0,0.0,0.0,1,vk,-,,,"MIN0,5"
15320,,38,PAMIL,5 depth 0.30-0.50,DanaBunar2,Sa/Fr,2.0,0.0,0.0,2,vk,-,,,"MIN0,5"
15321,,39,CEREA,47 depth 0.00-0.10,DanaBunar2,Sa/Fr,1.0,0.0,0.0,1,vk,-,,,"MIN0,5"
15322,,39,LECUL,47 depth 0.00-0.10,DanaBunar2,Sa/Fr,1.0,0.0,0.0,1,vk,-,,,"MIN0,5"
15323,,39,TRMOD,47 depth 0.00-0.10,DanaBunar2,HSB,4.0,0.0,0.0,4,vk,-,,,"MIN0,5"
15324,,39,PAMIL,48 depth 0.10-0.20,DanaBunar2,Sa/Fr,1.0,0.0,0.0,1,vk,-,,,"MIN0,5"
15325,,39,TRMOD,48 depth 0.10-0.20,DanaBunar2,HSB,15.0,0.0,0.0,15,vk,-,,,"MIN0,5"
15326,,41,CEREA,44 depth 0.00-0.10,DanaBunar2,Sa/Fr,1.0,0.0,0.0,1,vk,-,,,"MIN0,5"
15327,,41,FABAC,44 depth 0.00-0.10,DanaBunar2,Sa/Fr,1.0,0.0,0.0,1,vk,-,,,"MIN0,5"
15328,,41,CEREA,46 depth 0.30-0.40,DanaBunar2,Sa/Fr,2.0,0.0,0.0,2,vk,-,,,"MIN0,5"
15329,,41,HODIV,46 depth 0.30-0.40,DanaBunar2,Sa/Fr,1.0,0.0,0.0,1,vk,-,,,"MIN0,5"
15330,,41,POOLE,46 depth 0.30-0.40,DanaBunar2,Sa/Fr,3.0,0.0,0.0,3,vk,-,,,"MIN0,5"
15331,,42,CEREA,10 depth 0.10-0.20,DanaBunar2,Sa/Fr,10.0,0.0,0.0,10,vk,-,,,"MIN0,5"
15332,,42,FABAC,10 depth 0.10-0.20,DanaBunar2,Sa/Fr,2.0,0.0,0.0,2,vk,-,,,"MIN0,5"
15333,,42,HODIV,10 depth 0.10-0.20,DanaBunar2,Sa/Fr,2.0,0.0,0.0,2,vk,-,,,"MIN0,5"
15334,,42,INDET,10 depth 0.10-0.20,DanaBunar2,Sa/Fr,4.0,0.0,0.0,4,vk,-,,,"MIN0,5"
15335,,42,LECUL,10 depth 0.10-0.20,DanaBunar2,Sa/Fr,2.0,0.0,0.0,2,vk,-,,,"MIN0,5"
15336,,42,LITAR,10 depth 0.10-0.20,DanaBunar2,Sa/Fr,2.0,0.0,0.0,2,vk,-,,,"MIN0,5"
15337,,42,MALV,10 depth 0.10-0.20,DanaBunar2,Sa/Fr,2.0,0.0,0.0,2,vk,-,,,"MIN0,5"
